antecedent,consequent,support_days,confidence,lift
카페테리아_샷 추가,카페테리아_구슬아이스크림,134,1.0,3.3459119496855343
카페테리아_진사골 설렁탕,카페테리아_구슬아이스크림,89,1.0,3.3459119496855343
카페테리아_샷 추가,카페테리아_짜장밥,134,1.0,1.8798586572438163
카페테리아_카페라떼(ICE),카페테리아_어린이 돈까스,145,1.0,1.2314814814814816
카페테리아_샷 추가,카페테리아_어린이 돈까스,134,1.0,1.2314814814814816
카페테리아_복숭아 아이스티,카페테리아_짬뽕밥,148,1.0,1.1901565995525727
카페테리아_새우튀김 우동,카페테리아_짬뽕밥,148,1.0,1.1901565995525727
카페테리아_카페라떼(ICE),카페테리아_짬뽕밥,145,1.0,1.1901565995525727
카페테리아_샷 추가,카페테리아_짬뽕밥,134,1.0,1.1901565995525727
카페테리아_복숭아 아이스티,카페테리아_아메리카노(HOT),147,0.9932432432432432,3.570306793279767
카페테리아_아메리카노(HOT),카페테리아_복숭아 아이스티,147,0.9932432432432432,3.570306793279767
카페테리아_복숭아 아이스티,카페테리아_아메리카노(ICE),147,0.9932432432432432,3.570306793279767
카페테리아_아메리카노(ICE),카페테리아_복숭아 아이스티,147,0.9932432432432432,3.570306793279767
카페테리아_복숭아 아이스티,카페테리아_카페라떼(HOT),147,0.9932432432432432,3.570306793279767
카페테리아_카페라떼(HOT),카페테리아_복숭아 아이스티,147,0.9932432432432432,3.570306793279767
카페테리아_새우튀김 우동,카페테리아_아메리카노(HOT),147,0.9932432432432432,3.570306793279767
카페테리아_아메리카노(HOT),카페테리아_새우튀김 우동,147,0.9932432432432432,3.570306793279767
카페테리아_새우튀김 우동,카페테리아_아메리카노(ICE),147,0.9932432432432432,3.570306793279767
카페테리아_아메리카노(ICE),카페테리아_새우튀김 우동,147,0.9932432432432432,3.570306793279767
카페테리아_새우튀김 우동,카페테리아_카페라떼(HOT),147,0.9932432432432432,3.570306793279767
카페테리아_카페라떼(HOT),카페테리아_새우튀김 우동,147,0.9932432432432432,3.570306793279767
카페테리아_복숭아 아이스티,카페테리아_어린이 돈까스,147,0.9932432432432432,1.2231606606606609
카페테리아_새우튀김 우동,카페테리아_어린이 돈까스,147,0.9932432432432432,1.2231606606606609
카페테리아_아메리카노(HOT),카페테리아_어린이 돈까스,147,0.9932432432432432,1.2231606606606609
카페테리아_아메리카노(ICE),카페테리아_어린이 돈까스,147,0.9932432432432432,1.2231606606606609
카페테리아_카페라떼(HOT),카페테리아_어린이 돈까스,147,0.9932432432432432,1.2231606606606609
카페테리아_아메리카노(HOT),카페테리아_짬뽕밥,147,0.9932432432432432,1.1821150009069474
카페테리아_아메리카노(ICE),카페테리아_짬뽕밥,147,0.9932432432432432,1.1821150009069474
카페테리아_카페라떼(HOT),카페테리아_짬뽕밥,147,0.9932432432432432,1.1821150009069474
카페테리아_카페라떼(ICE),카페테리아_짜장밥,144,0.993103448275862,1.8668941147800657
카페테리아_진사골 설렁탕,카페테리아_복숭아 아이스티,88,0.9887640449438202,3.5542058912845427
카페테리아_진사골 설렁탕,카페테리아_새우튀김 우동,88,0.9887640449438202,3.5542058912845427
카페테리아_진사골 설렁탕,카페테리아_아메리카노(HOT),88,0.9887640449438202,3.5542058912845427
카페테리아_진사골 설렁탕,카페테리아_아메리카노(ICE),88,0.9887640449438202,3.5542058912845427
카페테리아_진사골 설렁탕,카페테리아_카페라떼(HOT),88,0.9887640449438202,3.5542058912845427
카페테리아_진사골 설렁탕,카페테리아_짬뽕밥,88,0.9887640449438202,1.1767840534901843
카페테리아_복숭아 아이스티,카페테리아_짜장밥,146,0.9864864864864865,1.8544551618756568
카페테리아_새우튀김 우동,카페테리아_짜장밥,146,0.9864864864864865,1.8544551618756568
카페테리아_아메리카노(HOT),카페테리아_짜장밥,146,0.9864864864864865,1.8544551618756568
카페테리아_아메리카노(ICE),카페테리아_짜장밥,146,0.9864864864864865,1.8544551618756568
카페테리아_카페라떼(HOT),카페테리아_짜장밥,146,0.9864864864864865,1.8544551618756568
카페테리아_샷 추가,카페테리아_카페라떼(ICE),132,0.9850746268656716,3.6142048378795675
카페테리아_복숭아 아이스티,카페테리아_카페라떼(ICE),145,0.9797297297297297,3.5945945945945947
카페테리아_새우튀김 우동,카페테리아_카페라떼(ICE),145,0.9797297297297297,3.5945945945945947
카페테리아_아메리카노(HOT),카페테리아_카페라떼(ICE),145,0.9797297297297297,3.5945945945945947
카페테리아_아메리카노(ICE),카페테리아_카페라떼(ICE),145,0.9797297297297297,3.5945945945945947
카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),145,0.9797297297297297,3.5945945945945947
카페테리아_진사골 설렁탕,카페테리아_어린이 돈까스,87,0.9775280898876404,1.2038077403245944
카페테리아_짜장밥,카페테리아_어린이 돈까스,275,0.9717314487632509,1.1966692841251145
카페테리아_짜장밥,카페테리아_짬뽕밥,275,0.9717314487632509,1.1565125967383658
카페테리아_구슬아이스크림,카페테리아_어린이 돈까스,154,0.9685534591194969,1.1927556487304916
카페테리아_구슬아이스크림,카페테리아_짬뽕밥,154,0.9685534591194969,1.152730291390542
카페테리아_진사골 설렁탕,카페테리아_짜장밥,86,0.9662921348314607,1.8164926350895305
카페테리아_진사골 설렁탕,카페테리아_카페라떼(ICE),85,0.9550561797752809,3.5040681906237894
카페테리아_구슬아이스크림,카페테리아_복숭아 아이스티,148,0.9308176100628931,3.3459119496855343
카페테리아_구슬아이스크림,카페테리아_새우튀김 우동,148,0.9308176100628931,3.3459119496855343
카페테리아_구슬아이스크림,카페테리아_아메리카노(HOT),148,0.9308176100628931,3.3459119496855343
카페테리아_구슬아이스크림,카페테리아_아메리카노(ICE),148,0.9308176100628931,3.3459119496855343
카페테리아_구슬아이스크림,카페테리아_카페라떼(HOT),148,0.9308176100628931,3.3459119496855343
카페테리아_구슬아이스크림,카페테리아_짜장밥,146,0.9182389937106918,1.7261595217458943
카페테리아_구슬아이스크림,카페테리아_카페라떼(ICE),145,0.9119496855345912,3.3459119496855343
카페테리아_카페라떼(ICE),카페테리아_샷 추가,132,0.9103448275862069,3.6142048378795675
카페테리아_복숭아 아이스티,카페테리아_샷 추가,134,0.9054054054054054,3.594594594594595
카페테리아_새우튀김 우동,카페테리아_샷 추가,134,0.9054054054054054,3.594594594594595
카페테리아_아메리카노(HOT),카페테리아_샷 추가,134,0.9054054054054054,3.594594594594595
카페테리아_아메리카노(ICE),카페테리아_샷 추가,134,0.9054054054054054,3.594594594594595
카페테리아_카페라떼(HOT),카페테리아_샷 추가,134,0.9054054054054054,3.594594594594595
카페테리아_진사골 설렁탕,카페테리아_샷 추가,76,0.8539325842696629,3.390239812175079
카페테리아_구슬아이스크림,카페테리아_샷 추가,134,0.8427672955974843,3.3459119496855343
카페테리아_단체식 13000(신),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,142,0.7845303867403315,1.3083704255356
카페테리아_단체식 18000(신),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,144,0.7539267015706806,1.2573323048137994
카페테리아_오픈푸드,카페테리아_짜장밥,109,0.7517241379310344,1.4131351285487999
카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),128,0.7071823204419889,1.9697434265714036
카페테리아_단체식 18000(신),카페테리아_단체식 13000(신),128,0.6701570680628273,1.9697434265714036
카페테리아_샷 추가,카페테리아_오픈푸드,87,0.6492537313432836,2.382089552238806
카페테리아_오픈푸드,카페테리아_카페라떼(ICE),94,0.6482758620689655,2.3785017835909628
카페테리아_카페라떼(ICE),카페테리아_오픈푸드,94,0.6482758620689655,2.3785017835909628
카페테리아_오픈푸드,카페테리아_복숭아 아이스티,94,0.6482758620689655,2.330288909599254
카페테리아_오픈푸드,카페테리아_새우튀김 우동,94,0.6482758620689655,2.330288909599254
카페테리아_오픈푸드,카페테리아_아메리카노(HOT),94,0.6482758620689655,2.330288909599254
카페테리아_오픈푸드,카페테리아_아메리카노(ICE),94,0.6482758620689655,2.330288909599254
카페테리아_오픈푸드,카페테리아_카페라떼(HOT),94,0.6482758620689655,2.330288909599254
카페테리아_오픈푸드,카페테리아_구슬아이스크림,94,0.6482758620689655,2.1690739535892427
카페테리아_진사골 설렁탕,카페테리아_오픈푸드,57,0.6404494382022472,2.3497869043006583
카페테리아_어린이 돈까스,카페테리아_짜장밥,275,0.6365740740740741,1.1966692841251145
카페테리아_복숭아 아이스티,카페테리아_오픈푸드,94,0.6351351351351351,2.330288909599254
카페테리아_새우튀김 우동,카페테리아_오픈푸드,94,0.6351351351351351,2.330288909599254
카페테리아_아메리카노(HOT),카페테리아_오픈푸드,94,0.6351351351351351,2.330288909599254
카페테리아_아메리카노(ICE),카페테리아_오픈푸드,94,0.6351351351351351,2.330288909599254
카페테리아_카페라떼(HOT),카페테리아_오픈푸드,94,0.6351351351351351,2.330288909599254
카페테리아_짬뽕밥,카페테리아_짜장밥,275,0.6152125279642058,1.1565125967383658
카페테리아_오픈푸드,카페테리아_샷 추가,87,0.6,2.382089552238806
카페테리아_복숭아 아이스티,카페테리아_진사골 설렁탕,88,0.5945945945945946,3.5542058912845427
카페테리아_새우튀김 우동,카페테리아_진사골 설렁탕,88,0.5945945945945946,3.5542058912845427
카페테리아_아메리카노(HOT),카페테리아_진사골 설렁탕,88,0.5945945945945946,3.5542058912845427
카페테리아_아메리카노(ICE),카페테리아_진사골 설렁탕,88,0.5945945945945946,3.5542058912845427
카페테리아_카페라떼(HOT),카페테리아_진사골 설렁탕,88,0.5945945945945946,3.5542058912845427
카페테리아_구슬아이스크림,카페테리아_오픈푸드,94,0.5911949685534591,2.1690739535892427
카페테리아_카페라떼(ICE),카페테리아_진사골 설렁탕,85,0.5862068965517241,3.5040681906237894
카페테리아_샷 추가,카페테리아_진사골 설렁탕,76,0.5671641791044776,3.390239812175079
카페테리아_구슬아이스크림,카페테리아_진사골 설렁탕,89,0.559748427672956,3.3459119496855343
카페테리아_짜장밥,카페테리아_복숭아 아이스티,146,0.5159010600706714,1.8544551618756568
카페테리아_짜장밥,카페테리아_새우튀김 우동,146,0.5159010600706714,1.8544551618756568
카페테리아_짜장밥,카페테리아_아메리카노(HOT),146,0.5159010600706714,1.8544551618756568
카페테리아_짜장밥,카페테리아_아메리카노(ICE),146,0.5159010600706714,1.8544551618756568
카페테리아_짜장밥,카페테리아_카페라떼(HOT),146,0.5159010600706714,1.8544551618756568
카페테리아_짜장밥,카페테리아_구슬아이스크림,146,0.5159010600706714,1.7261595217458943
카페테리아_짜장밥,카페테리아_카페라떼(ICE),144,0.508833922261484,1.8668941147800657
카페테리아_짜장밥,카페테리아_샷 추가,134,0.4734982332155477,1.8798586572438163
카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,카페테리아_단체식 18000(신),144,0.45141065830721006,1.2573323048137994
카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,카페테리아_단체식 13000(신),142,0.445141065830721,1.3083704255356
카페테리아_오픈푸드,카페테리아_진사골 설렁탕,57,0.3931034482758621,2.3497869043006583
카페테리아_짜장밥,카페테리아_오픈푸드,109,0.38515901060070673,1.4131351285487999
카페테리아_어린이 돈까스,카페테리아_구슬아이스크림,154,0.35648148148148145,1.1927556487304916
